                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 1.7193,                0.82495,                0.88006,                0.80417,                0.73881,                0.77118,                0.30249,                 2.0294,                 1.2057,                0.98701,             0.00086536,             0.00086536,             0.00086536
                     71,                 1.6605,                0.79242,                0.88353,                0.80082,                0.74009,                0.76583,                0.31831,                 2.0431,                 1.1359,                0.99027,             0.00086338,             0.00086338,             0.00086338
                     72,                 1.6506,                 0.7827,                0.88066,                0.81612,                0.76866,                0.81952,                0.33702,                 1.9788,                 1.1281,                0.97906,              0.0008614,              0.0008614,              0.0008614
                     73,                 1.6614,                0.80169,                0.89092,                0.85351,                0.71021,                0.80145,                0.32405,                 2.0812,                 1.0643,                0.99203,             0.00085942,             0.00085942,             0.00085942
                     74,                 1.6437,                0.78754,                0.88895,                 0.7682,                0.71891,                0.74727,                0.29551,                 2.1623,                 1.2633,                 1.0216,             0.00085744,             0.00085744,             0.00085744
                     75,                  1.633,                0.77242,                0.88021,                0.83363,                0.74129,                0.80994,                0.33601,                 2.0015,                 1.1415,                0.98849,             0.00085546,             0.00085546,             0.00085546
                     76,                 1.6393,                0.76291,                0.88024,                0.83797,                0.77189,                0.82524,                0.34648,                 1.9732,                 1.0686,                0.98183,             0.00085348,             0.00085348,             0.00085348
                     77,                 1.6268,                0.77944,                0.87144,                0.80979,                0.76368,                0.81078,                 0.3365,                 2.0051,                 1.1967,                0.99037,              0.0008515,              0.0008515,              0.0008515
                     78,                 1.5764,                0.75236,                0.88228,                0.81013,                0.71114,                0.77874,                 0.3271,                 2.0234,                 1.3505,                0.98497,             0.00084952,             0.00084952,             0.00084952
                     79,                 1.6413,                0.76172,                0.87875,                0.87528,                0.78556,                0.83723,                 0.3521,                 1.9752,                 1.0978,                0.98826,             0.00084754,             0.00084754,             0.00084754
                     80,                 1.6039,                 0.7702,                0.87606,                0.80323,                0.75871,                0.77983,                0.33109,                 1.9547,                 1.0568,                0.98342,             0.00084556,             0.00084556,             0.00084556
                     81,                 1.6307,                0.76244,                0.88098,                0.86249,                0.71144,                0.77984,                 0.3267,                 1.9867,                 1.1239,                0.98832,             0.00084358,             0.00084358,             0.00084358
                     82,                 1.6298,                0.75727,                0.88479,                0.86627,                0.72886,                0.79432,                 0.3431,                  1.954,                 1.1545,                0.97193,              0.0008416,              0.0008416,              0.0008416
                     83,                 1.6252,                0.76489,                0.87857,                0.75463,                0.72139,                0.74759,                0.31228,                 1.9716,                 1.3137,                0.98452,             0.00083962,             0.00083962,             0.00083962
                     84,                  1.648,                0.77895,                0.88218,                 0.8154,                0.69224,                0.76153,                0.29134,                 2.0977,                 1.3612,                0.99664,             0.00083764,             0.00083764,             0.00083764
                     85,                 1.6616,                0.77676,                0.86928,                0.81786,                0.74129,                0.78322,                0.33094,                 2.0146,                 1.1627,                 0.9837,             0.00083566,             0.00083566,             0.00083566
                     86,                 1.6076,                0.73623,                0.87508,                0.85689,                0.78607,                0.83205,                0.36162,                 1.9448,                 1.0273,                0.97798,             0.00083368,             0.00083368,             0.00083368
