                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.8644,                 1.0226,                 0.9722,                0.68465,                0.60697,                0.64823,                0.24636,                  2.155,                 1.4366,                 1.0528,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.8971,                  1.086,                0.95397,                 0.7636,                0.63478,                0.69526,                0.26603,                  2.169,                 1.4304,                  1.048,               0.008614,               0.008614,               0.008614
                     73,                 1.9259,                 1.0707,                0.96105,                0.77908,                0.62687,                0.70821,                0.26535,                 2.0883,                 1.3556,                 1.0354,              0.0085942,              0.0085942,              0.0085942
                     74,                   1.88,                 1.0497,                0.96507,                0.64339,                0.55224,                0.58799,                0.23169,                 2.2042,                 1.4639,                 1.0511,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.8813,                 1.0383,                0.95515,                0.77369,                0.63433,                0.71108,                0.26818,                 2.0401,                 1.4331,                 1.0228,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.8529,                 1.0058,                  0.955,                0.62435,                0.71642,                0.67433,                0.26312,                 2.0704,                 1.3309,                 1.0388,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.8804,                 1.0402,                0.97325,                0.72277,                 0.6161,                0.64869,                0.23644,                 2.3024,                 1.6676,                 1.0961,               0.008515,               0.008515,               0.008515
                     78,                 1.8764,                  1.041,                0.94616,                0.77395,                0.60199,                0.69758,                0.25471,                 2.1951,                 1.3922,                 1.0589,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.9271,                 1.0815,                0.96688,                0.73181,                0.59701,                0.63688,                0.26109,                 2.0034,                 1.4392,                  1.017,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.8656,                 1.0184,                0.96379,                0.71194,                0.62687,                0.66794,                0.26277,                 2.0366,                 1.3814,                 1.0293,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.9206,                 1.0811,                0.94639,                0.67082,                 0.5796,                0.61154,                0.23476,                 2.1827,                 1.4128,                 1.0622,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.8583,                 1.0079,                0.95055,                0.74278,                0.65672,                0.69383,                0.26288,                 2.0728,                  1.261,                 1.0393,               0.008416,               0.008416,               0.008416
                     83,                 1.9311,                 1.0167,                0.96041,                0.74757,                0.66667,                0.71904,                0.28294,                 2.0511,                 1.2614,                 1.0412,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.8476,                0.97265,                0.95535,                0.79762,                0.63727,                 0.6928,                0.26586,                 2.1047,                 1.3331,                 1.0378,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.8848,                 1.0349,                 0.9355,                0.69391,                0.64852,                0.66904,                0.25302,                 2.1613,                 1.3748,                 1.0502,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.8337,                 1.0101,                0.95408,                0.37362,                  0.301,                0.22533,                0.06566,                 3.0687,                 2.1878,                 1.2195,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.8525,                0.98553,                0.95792,                0.73791,                0.66536,                0.71042,                0.28797,                 1.9816,                 1.3532,                 1.0124,               0.008317,               0.008317,               0.008317
                     88,                 1.8659,                  1.016,                0.93895,                0.78625,                  0.699,                0.74863,                 0.3008,                 2.0252,                 1.2915,                 1.0243,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.8329,                 1.0095,                0.94994,                0.70683,                0.68159,                0.69654,                0.25478,                 2.1819,                  1.296,                 1.0585,              0.0082774,              0.0082774,              0.0082774
                     90,                  1.858,                 1.0298,                0.94839,                0.70715,                0.64179,                0.68007,                0.26238,                 2.1177,                  1.464,                 1.0543,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.8751,                  1.025,                0.95561,                0.61204,                0.63967,                0.61293,                0.22271,                 2.2346,                 1.4984,                 1.0672,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.8556,                 1.0277,                0.94393,                0.65054,                0.60697,                0.63838,                0.24449,                 2.1247,                 1.3511,                 1.0496,               0.008218,               0.008218,               0.008218
                     93,                 1.8551,                 1.0068,                0.94377,                0.70379,                 0.6265,                0.65276,                0.23523,                 2.1676,                 1.3869,                 1.0448,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.8281,                0.98917,                0.94396,                0.73706,                0.70398,                0.70995,                0.27154,                   2.06,                 1.1926,                 1.0296,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.8372,                0.97992,                0.95107,                 0.7176,                0.63433,                0.66222,                0.26608,                 1.9949,                 1.3465,                 1.0253,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.7952,                0.94638,                0.93683,                 0.7461,                0.68159,                0.72932,                0.30509,                 1.9393,                 1.3117,                 1.0131,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.8428,                0.96885,                0.95241,                0.79034,                0.63433,                0.70071,                0.26707,                 2.0344,                 1.5548,                 1.0241,               0.008119,               0.008119,               0.008119
                     98,                 1.8244,                0.97619,                 0.9452,                0.83558,                0.66418,                0.76231,                 0.3025,                 2.0103,                  1.176,                 1.0326,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.8124,                0.97405,                 0.9373,                 0.7364,                0.63433,                0.67734,                 0.2566,                 2.1243,                 1.3757,                 1.0543,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.8228,                0.96808,                0.94553,                0.76924,                0.72143,                0.74435,                0.28662,                 2.0307,                 1.1798,                 1.0252,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.7953,                0.94319,                0.92985,                0.67865,                0.63682,                0.66665,                0.24803,                 2.1151,                 1.3342,                  1.034,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.8472,                0.97404,                0.94251,                0.53511,                0.49502,                0.48401,                0.17092,                 2.4538,                 1.5794,                 1.1123,                0.00802,                0.00802,                0.00802
                    103,                   1.87,                 0.9709,                0.95308,                 0.8261,                0.63682,                0.74152,                0.28563,                 2.0895,                 1.3386,                 1.0424,              0.0080002,              0.0080002,              0.0080002
                    104,                 1.8283,                0.96777,                0.93458,                0.72924,                0.59701,                0.65135,                0.26444,                 2.1325,                 1.5371,                 1.0387,              0.0079804,              0.0079804,              0.0079804
                    105,                 1.9076,                 1.0078,                0.95574,                0.73955,                 0.6569,                0.68234,                0.26862,                 2.0591,                 1.3435,                 1.0263,              0.0079606,              0.0079606,              0.0079606
                    106,                 1.8329,                0.99434,                0.94941,                0.74725,                0.65672,                0.70516,                0.27063,                 2.1342,                 1.3898,                 1.0421,              0.0079408,              0.0079408,              0.0079408
                    107,                  1.797,                0.93244,                0.93338,                 0.8016,                0.65328,                0.71359,                0.27728,                 2.1166,                 1.3551,                 1.0512,               0.007921,               0.007921,               0.007921
                    108,                 1.7348,                0.90677,                 0.9453,                 0.7146,                 0.6353,                0.66714,                0.25769,                 2.1775,                  1.437,                 1.0512,              0.0079012,              0.0079012,              0.0079012
                    109,                   1.77,                0.91577,                0.92833,                0.57297,                0.60199,                0.54108,                0.20499,                 2.5168,                 1.7237,                 1.1299,              0.0078814,              0.0078814,              0.0078814
                    110,                 1.7885,                0.94581,                0.94794,                0.69564,                0.66418,                0.67411,                0.24897,                 2.2121,                 1.3552,                 1.0673,              0.0078616,              0.0078616,              0.0078616
                    111,                 1.8219,                0.94602,                0.93327,                0.76611,                0.65186,                0.69554,                0.26271,                  2.123,                 1.2395,                 1.0366,              0.0078418,              0.0078418,              0.0078418
                    112,                 1.7734,                  0.921,                0.93761,                0.78343,                0.63682,                0.70234,                 0.2665,                 2.2159,                  1.462,                 1.0532,               0.007822,               0.007822,               0.007822
                    113,                 1.8086,                0.98772,                0.95049,                0.73914,                0.64847,                0.70962,                0.28045,                 2.0197,                 1.3761,                 1.0174,              0.0078022,              0.0078022,              0.0078022
                    114,                 1.8103,                0.94879,                0.93652,                0.78218,                0.61194,                0.70324,                0.25834,                 2.1105,                 1.5861,                 1.0323,              0.0077824,              0.0077824,              0.0077824
                    115,                 1.8019,                 0.9236,                0.93959,                0.80343,                0.66086,                0.74036,                0.28367,                  2.168,                 1.2642,                 1.0604,              0.0077626,              0.0077626,              0.0077626
                    116,                 1.8006,                 0.9128,                0.92785,                0.74514,                0.66912,                 0.7296,                0.27961,                  2.142,                  1.265,                 1.0464,              0.0077428,              0.0077428,              0.0077428
                    117,                 1.8186,                 0.9231,                0.94183,                 0.5636,                0.47512,                0.47331,                0.16028,                 2.5594,                 1.6392,                 1.1299,               0.007723,               0.007723,               0.007723
                    118,                 1.7446,                0.87949,                0.93572,                0.69371,                0.65672,                0.67477,                0.25385,                 2.1167,                 1.2958,                 1.0363,              0.0077032,              0.0077032,              0.0077032
                    119,                 1.7434,                0.88675,                 0.9381,                0.78913,                0.66095,                0.72908,                0.28879,                 2.1136,                 1.2283,                 1.0397,              0.0076834,              0.0076834,              0.0076834
                    120,                 1.7487,                0.88204,                0.93906,                0.73034,                  0.699,                 0.7055,                0.26584,                 2.1892,                 1.4245,                 1.0618,              0.0076636,              0.0076636,              0.0076636
                    121,                 1.7886,                0.92548,                0.93346,                0.73797,                0.68408,                0.71541,                 0.2863,                 2.0775,                 1.2408,                 1.0432,              0.0076438,              0.0076438,              0.0076438
                    122,                  1.734,                0.89332,                0.93683,                0.73085,                 0.6552,                0.69221,                0.27824,                 2.0996,                 1.3285,                 1.0512,               0.007624,               0.007624,               0.007624
                    123,                 1.8003,                0.89323,                0.92829,                0.75696,                0.68953,                0.71927,                0.27649,                 2.1797,                 1.3256,                 1.0663,              0.0076042,              0.0076042,              0.0076042
                    124,                 1.7579,                0.88269,                0.93304,                0.77714,                 0.6419,                0.69355,                0.24682,                 2.3245,                 1.3167,                  1.098,              0.0075844,              0.0075844,              0.0075844
                    125,                 1.7443,                0.87176,                0.93654,                0.80068,                0.67662,                0.74747,                0.28842,                  2.129,                 1.2392,                 1.0576,              0.0075646,              0.0075646,              0.0075646
                    126,                 1.7566,                0.89583,                0.91941,                 0.7931,                0.70149,                0.74518,                0.30367,                 2.0179,                 1.2349,                 1.0206,              0.0075448,              0.0075448,              0.0075448
                    127,                 1.7909,                0.92204,                0.92884,                0.76909,                0.70149,                0.74105,                 0.3006,                 2.0021,                 1.2707,                 1.0112,               0.007525,               0.007525,               0.007525
                    128,                 1.7809,                0.89833,                0.93817,                0.73539,                0.63602,                0.68053,                0.26188,                 2.1222,                  1.416,                 1.0296,              0.0075052,              0.0075052,              0.0075052
                    129,                 1.7614,                0.88452,                0.92862,                0.80074,                0.66667,                0.74169,                0.30134,                 2.0049,                 1.3508,                 1.0106,              0.0074854,              0.0074854,              0.0074854
                    130,                 1.7797,                0.89211,                0.92844,                0.78816,                0.65672,                0.72629,                0.28784,                 2.1133,                 1.4224,                 1.0428,              0.0074656,              0.0074656,              0.0074656
                    131,                 1.7225,                0.86127,                0.92265,                0.71726,                0.60448,                0.62667,                0.23696,                 2.2825,                 1.4232,                 1.0831,              0.0074458,              0.0074458,              0.0074458
                    132,                 1.7365,                0.86158,                 0.9146,                0.77109,                0.70896,                0.75043,                0.30275,                 2.0906,                  1.051,                  1.041,               0.007426,               0.007426,               0.007426
                    133,                 1.7572,                0.88936,                0.93364,                0.79034,                0.70647,                0.74548,                0.29396,                 2.0873,                 1.2459,                  1.043,              0.0074062,              0.0074062,              0.0074062
                    134,                  1.741,                0.87329,                0.93101,                0.76642,                0.67746,                0.72287,                0.29256,                 1.9812,                  1.172,                 1.0146,              0.0073864,              0.0073864,              0.0073864
                    135,                 1.7327,                 0.8484,                0.92393,                0.78611,                0.72225,                0.71819,                0.28549,                  1.972,                 1.1681,                 1.0193,              0.0073666,              0.0073666,              0.0073666
                    136,                 1.7447,                0.86355,                0.92865,                0.79233,                0.70235,                0.75773,                0.32353,                  1.905,                 1.1437,                 1.0028,              0.0073468,              0.0073468,              0.0073468
                    137,                 1.7825,                0.89277,                0.91776,                0.75205,                0.67164,                 0.7011,                0.27473,                  2.031,                 1.2525,                 1.0296,               0.007327,               0.007327,               0.007327
                    138,                 1.7407,                0.89217,                0.91696,                0.80432,                0.62438,                0.70048,                0.27275,                  2.141,                  1.583,                 1.0478,              0.0073072,              0.0073072,              0.0073072
                    139,                 1.7843,                 0.8893,                0.92532,                0.71531,                0.66418,                0.69921,                0.27418,                 2.0973,                 1.3786,                 1.0256,              0.0072874,              0.0072874,              0.0072874
                    140,                 1.7449,                0.84756,                0.93343,                0.77313,                0.68657,                0.74272,                0.29362,                 2.0034,                 1.1342,                 1.0154,              0.0072676,              0.0072676,              0.0072676
                    141,                 1.7207,                0.83623,                0.93648,                0.81272,                0.68009,                0.73402,                0.28754,                 2.0991,                 1.1611,                  1.041,              0.0072478,              0.0072478,              0.0072478
                    142,                 1.7117,                0.83946,                0.91562,                0.69933,                 0.6194,                0.65218,                0.24617,                 2.2019,                 1.3814,                 1.0496,               0.007228,               0.007228,               0.007228
                    143,                 1.7347,                0.85828,                0.92874,                0.79326,                0.65423,                0.69744,                0.27015,                 2.2868,                 1.4223,                 1.0845,              0.0072082,              0.0072082,              0.0072082
                    144,                 1.7159,                0.81984,                0.92972,                0.71409,                0.60199,                0.61623,                0.23863,                 2.2749,                 1.4908,                 1.0873,              0.0071884,              0.0071884,              0.0071884
                    145,                 1.6905,                0.85476,                0.91689,                 0.7152,                0.69966,                0.70393,                 0.2783,                 2.1661,                 1.2164,                 1.0689,              0.0071686,              0.0071686,              0.0071686
